Serial,Series,Season,Episode,Question,Answer,Comic Reference Needed?,Other External Knowledge,Other Series,Speculative
MMS1E1_Q6,Ms Marvel,1,1,"In Ep 1, what MCU government agency makes an appearance in the post-credits scene, and who is the returning character?","The Department of Damage Control (DODC) appears, featuring the return of Agent Cleary (Arian Moayed), who previously interrogated Peter Parker in Spider-Man: No Way Home.",,,Spider-Man: No Way Home,
MMS1E1_Q7,Ms Marvel,1,1,"In Ep 1, what real-world location is ""AvengerCon"" hosted at, and what is its significance to the MCU?","It is hosted at Camp Lehigh in New Jersey. In the MCU, Camp Lehigh is where Steve Rogers trained in WWII, where S.H.I.E.L.D./Hydra operated from in The Winter Soldier, and where Tony and Steve time-traveled to in Endgame.",,,Captain America: The First Avenger,
MMS1E1_Q8,Ms Marvel,1,1,"In Ep 1, what specific detail at AvengerCon honors Natasha Romanoff and Tony Stark?","There is a ""Memorial Wall for the Fallen"" dedicated to Black Widow and Iron Man, though Vision is noticeably absent from the tribute.",,,Avengers: Endgame,
MMS1E2_Q1,Ms Marvel,1,2,"In Ep 2, what 1980s high school movie is directly homaged when Kamala confidently struts down the school hallway?","She wears a ""Save Ferris"" button and the scene visually homages ""Ferris Bueller's Day Off."" She also bumps into Kamran and drops her chemistry textbook, mimicking Peter and MJ in The Amazing Spider-Man.",,Y,,
MMS1E2_Q2,Ms Marvel,1,2,"In Ep 2, what classic Marvel Comics location is teased by the QR code on the wall next to Kamala and Bruno?","Scanning the QR code takes you to Ms. Marvel #15 (2014), the exact comic issue where Kamala first meets Kamran.",Y,,,
MMS1E2_Q3,Ms Marvel,1,2,"In Ep 2, what specific Bollywood actor do Kamala and Kamran bond over?","They bond over their mutual crush on Shah Rukh Khan (SRK), mentioning his classic Bollywood movies Baazigar (1993) and DDLJ (1995).",,Y,,
MMS1E2_Q4,Ms Marvel,1,2,"In Ep 2, what major MCU cosmic hero is explicitly named as a superhero comparison during Kamala and Bruno's training montage?","Bruno asks if she has ""Photon"" gloves, confirming that Monica Rambeau is publicly known by her comic book alias ""Photon"" in the MCU.",Y,,WandaVision,
MMS1E2_Q5,Ms Marvel,1,2,"In Ep 2, what specific MCU hero is directly referenced when Kamran asks if Kamala's mom is into ""Kingo""?","He references Kingo (Kumail Nanjiani), the ageless Bollywood star who is actually an Eternal from the movie Eternals.",,,Eternals,
MMS1E2_Q6,Ms Marvel,1,2,"In Ep 2, what major historical event is central to Kamala's family backstory?","The 1947 Partition of India, when British India was divided into independent India and Pakistan, creating massive displacement, violence, and the separation of Kamala's grandmother (Sana) from her family at the train station.",,Y,,
MMS1E2_Q7,Ms Marvel,1,2,"In Ep 2, what term is used by the DODC agents to refer to super-powered people like Kamala, continuing a trend from Age of Ultron?","They refer to her as an ""Enhanced Individual,"" a catch-all MCU term used for superhumans/rogues instead of the word ""Mutants"".",,,Avengers: Age of Ultron,
MMS1E2_Q8,Ms Marvel,1,2,"In Ep 2, when Kamala has a vision of a woman (Najma) while trying to save the boy at the Eid festival, what major clue implies Kamran has a hidden agenda?","The woman in the vision (Kamala's great-grandmother Aisha / Najma) is revealed to be the mother of Kamran, who swoops in at the end of the episode to drive Kamala away, showing they set her up.",,,,
MMS1E3_Q1,Ms Marvel,1,3,"In Ep 3, what major MCU Easter egg is carved into the floor of the 1942 British-occupied Indian temple where Aisha finds the bangle?",The symbol of the Ten Rings (from Shang-Chi and the Legend of the Ten Rings) is carved into the floor of the tomb.,,,Shang-Chi and the Legend of the Ten Rings,
MMS1E3_Q2,Ms Marvel,1,3,"In Ep 3, whose severed, blue-skinned arm is the bangle found attached to in the temple flashback?",The blue arm strongly implies it is a dead Kree warrior. The Kree are an alien race tied to Captain Marvel's powers and the creation of Inhumans.,Y,,Captain Marvel,Y
MMS1E3_Q3,Ms Marvel,1,3,"In Ep 3, what is the true origin of Najma, Kamran, and the others, and what mythology do they tie into?","They are interdimensional exiles from the ""Noor Dimension"" known as Clandestines. On Earth, human folklore has referred to them as ""Djinn"" (Genies) from pre-Islamic and Islamic mythology.",Y,Y,,
MMS1E3_Q4,Ms Marvel,1,3,"In Ep 3, when Bruno is researching interdimensional travel and the Noor dimension, whose scientific paper is he reading?","He is reading a paper written by Dr. Erik Selvig, the astrophysicist from the Thor movies and The Avengers.",,,Thor,
MMS1E3_Q5,Ms Marvel,1,3,"In Ep 3, what comic-accurate power does Kamala finally demonstrate during the kitchen fight with the Clandestines?","Kamala uses her hard light to create a giant, ""embiggened"" fist to stretch across the room and punch a Clandestine, mirroring her signature stretching/embiggening powers from the comics.",Y,,,
MMS1E3_Q6,Ms Marvel,1,3,"In Ep 3, what specific comic book villain group is subtly referenced by the name ""Clandestines""?","It references the ""ClanDestine,"" a relatively obscure 1990s Marvel comic family created by Alan Davis, descended from a 12th-century Englishman who fell in love with a Djinn.",Y,,,
MMS1E3_Q7,Ms Marvel,1,3,"In Ep 3, what 1980s rock band's music plays a diegetic role during the Clandestines' attack on the wedding?","Bon Jovi. The wedding features a Bon Jovi cover band (""Brown Jovi""), and their hit ""Livin' on a Prayer"" plays during the chaotic fight scene.",,Y,,
MMS1E3_Q8,Ms Marvel,1,3,"In Ep 3, what vision does Kamala see when Najma touches the bangle during the fight?","Kamala sees a vision of a steam train arriving at a station in Karachi, referencing the exact night of the 1947 Partition when her grandmother was separated from her family.",,Y,,
MMS1E4_Q1,Ms Marvel,1,4,"In Ep 4, how does the show visually honor its new setting of Karachi, Pakistan in the opening titles?","The ""Previously On"" voiceover switches to Urdu, and the Ms. Marvel logos are shown written in Urdu or scorched into a piece of naan bread.",,Y,,
MMS1E4_Q2,Ms Marvel,1,4,"In Ep 4, what Ant-Man Easter egg is found painted as a mural at the Karachi train station?","There is a mural of Ant-Man resizing with an Urdu word bubble that translates to ""As powerful as an ant,"" along with text saying ""You can start small and still be larger than life.""",,Y,Ant-Man,
MMS1E4_Q3,Ms Marvel,1,4,"In Ep 4, who attacks Kamala at the train station, and what is his comic book counterpart?","She is attacked by Kareem (the Red Dagger), a vigilante from Karachi who also appears in the Ms. Marvel comics and eventually moves to Jersey City.",Y,,,
MMS1E4_Q4,Ms Marvel,1,4,"In Ep 4, what famous sci-fi movie quote does Kamala mistakenly think she is referencing when she says ""Come with me if you want to live""?","She accidentally misquotes ""Terminator 2: Judgment Day,"" thinking it's just a generic action phrase.",,Y,,
MMS1E4_Q5,Ms Marvel,1,4,"In Ep 4, how does Waleed explain the concept of the ""Djinn"" and the Noor Dimension connecting to Earth?","Waleed explains that ""Djinn"" is just the local human mythology for interdimensional beings, comparing it to how if Thor landed in the Himalayas, he would have been called a Djinn too.",,,Thor,
MMS1E4_Q6,Ms Marvel,1,4,"In Ep 4, what multiversal/dimensional threat does Waleed warn will happen if the Clandestines tear down the Veil of Noor?","Waleed warns that the Noor Dimension will completely envelop and destroy their world, a concept extremely similar to the ""Incursions"" between universes described in Doctor Strange in the Multiverse of Madness.",,,Doctor Strange in the Multiverse of Madness,
MMS1E4_Q7,Ms Marvel,1,4,"In Ep 4, what specific inscription does Waleed find on Kamala's bangle that was not part of the original myth?","The inscription reads, ""What you seek is seeking you,"" heavily implying Aisha added it as a message that an extraterrestrial/cosmic force is searching for the bangle.",,,,
MMS1E4_Q8,Ms Marvel,1,4,"In Ep 4, how does the episode end during the chase sequence in Karachi?","Najma stabs the bangle with her weapon, tearing a rift in spacetime that plunges Kamala directly into the chaotic memory/reality of the 1947 Partition at the train station.",,Y,,
MMS1E5_Q1,Ms Marvel,1,5,"In Ep 5, the opening newsreel explains the 1947 Partition of India. What major historical figures are shown in the footage?","The footage shows newly appointed Indian Prime Minister Jawaharlal Nehru, Pakistan's founder Muhammad Ali Jinnah, and Mahatma Gandhi.",,Y,,
MMS1E5_Q2,Ms Marvel,1,5,"In Ep 5, what famous 13th-century poet does Hasan quote to Aisha, connecting back to the inscription on the bangle?","He quotes Rumi: ""What you seek is seeking you.""",,Y,,
MMS1E5_Q3,Ms Marvel,1,5,"In Ep 5, who actually cast the ""trail of stars"" that saved young Sana at the train station during the Partition?","The show uses a ""closed loop"" (predestination paradox) form of time travel to reveal that Kamala herself traveled back in time to project the hard-light stars that guided her grandmother to safety.",,,,
MMS1E5_Q4,Ms Marvel,1,5,"In Ep 5, what happens to the Clandestines (including Najma) when they attempt to walk through the opened Veil of Noor?","They are instantly turned into a crystalline rock structure (resembling Terrigenesis cocoons from Agents of S.H.I.E.L.D.) and melt away into skeletons, destroying themselves.",,,Agents of S.H.I.E.L.D.,
MMS1E5_Q5,Ms Marvel,1,5,"In Ep 5, what does Najma do with her last remaining energy before dying at the Veil?","She transfers her Noor energy across dimensions to her son, Kamran, forcefully activating his latent, teal-colored hard-light powers without the need for a bangle.",,,,
MMS1E5_Q6,Ms Marvel,1,5,"In Ep 5, what piece of her ultimate superhero costume does Kareem (Red Dagger) give to Kamala before she leaves Pakistan?","He gives her his signature red scarf, which acts as the sash for her final, comic-accurate Ms. Marvel costume.",Y,,,
MMS1E5_Q7,Ms Marvel,1,5,"In Ep 5, what piece of Stark Tech does the DODC deploy to attack Kamran and Bruno?","They deploy a Stark Industries combat drone, which was previously confiscated by the DODC after the events of Spider-Man: Far From Home.",,,Spider-Man: Far From Home,
MMS1E5_Q8,Ms Marvel,1,5,"In Ep 5, what happens to Bruno's Circle Q convenience store at the end of the episode?","Kamran uses his newly awakened, unstable Noor powers to swat the DODC drone, which crashes and completely destroys the Circle Q bodega in a massive explosion.",,,,
MMS1E6_Q1,Ms Marvel,1,6,"In Ep 6, what specific detail confirms the exact year the show takes place?","The gyro vendor's sanitation grade certificate in the background is dated March 14, 2025, confirming the show takes place in Spring 2025.",,,,
MMS1E6_Q2,Ms Marvel,1,6,"In Ep 6, how does Kamala get her comic-accurate superhero suit?","Her mother, Muneeba, makes it for her. It incorporates the red scarf from Red Dagger, the blue vest from Waleed, the mask from Bruno, and a lightning bolt logo inspired by her broken Arabic name necklace.",Y,,,
MMS1E6_Q3,Ms Marvel,1,6,"In Ep 6, what classic ""MCU disguise"" trope do Bruno and Kamran use to hide from the DODC?","They use the classic MCU ""baseball cap and sunglasses"" disguise (previously mocked in Ant-Man and the Wasp). Their hats ironically say ""Haram"" (Forbidden) and ""Halal"" (Permissible).",,Y,Ant-Man and the Wasp,
MMS1E6_Q4,Ms Marvel,1,6,"In Ep 6, what heavy, Stark-built weaponry does the DODC use to blast Kamala's hard-light shields?",They use handheld sonic cannons. These are the same Stark Tech sonic cannons used against the Hulk in The Incredible Hulk (2008) and by War Machine against Wanda in Captain America: Civil War.,,,The Incredible Hulk,
MMS1E6_Q5,Ms Marvel,1,6,"In Ep 6, what iconic comic book catchphrase does Kamala use right before expanding her powers to full size?","She explicitly says the word ""Embiggen,"" which is her signature catchphrase from the comics when stretching or growing to giant size.",Y,,,
MMS1E6_Q6,Ms Marvel,1,6,"In Ep 6, what is the meaning behind the superhero name ""Ms. Marvel""?","Kamala's father Yusuf explains that her name ""Kamala"" means ""perfect"" in Arabic, but in Urdu, it closely translates to ""wonder"" or ""marvel,"" making her their little ""Ms. Marvel.""",,Y,,
MMS1E6_Q7,Ms Marvel,1,6,"In Ep 6, Bruno drops a massive lore bombshell about Kamala's DNA. What is it, and what iconic music plays?","Bruno reveals that Kamala's genes have a ""mutation"" (making her the MCU's first official 616 Mutant, retconning her Inhuman comic origin). Immediately, a snippet of the iconic 1990s X-Men: The Animated Series theme song plays.",Y,Y,X-Men: The Animated Series,
MMS1E6_Q8,Ms Marvel,1,6,"In the Ep 6 post-credits scene, what happens to Kamala's bangle, and who makes a surprise cameo?","Kamala's bangle glows, and she magically swaps places (teleports) with Carol Danvers (Captain Marvel), played by Brie Larson, who looks around Kamala's fan-girl bedroom in confusion.",,,Captain Marvel,
